,date,Population Staying at Home,Population Not Staying at Home,Week,Month,business_id,avg_star,review_count,user_id,review_id,stars,text,name_x,postal_code_x,attributes,categories,sentiment,chicken,beef,tofu,miso,hot pot,mapo tofu,highly recommend,ly recommend,not recommend,good service,nice service,service is good,bad service,name_y,postal_code_y,block,sentiment_score,sentiment_score_vader,price_sentiment
11498,2021-12-18,422547.0,1161517.0,50,12,NABcZKRWQF9-rDVt0P0bhw,3.0,215,VfHs47THI9SLhcfkrS76ag,DTeCznOrU8-mgtoy2ld0xQ,4.0,This place is away from where all the tourist usually congregate. Everyone in there spoke chinese and seems like they were locals too which is always a good sign. Good service and dim sum. The prices were not as expensive as the other dim sum places in the city. I would definitely go back.,Ocean City,19107,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': False}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True'}","Chinese, Restaurants, Seafood, Dim Sum",0.08055555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,Ocean City,19107,Center,0.08055555555555555,0.875,0.08055555555555555
11502,2021-12-19,427440.0,1156624.0,51,12,iksVwRfpWymIUUFqw0tXpw,4.5,1128,sskQ99GZO4xJ-3sHwUphRA,VRrZpdKbfuP1TLdWF31klQ,5.0,"It so pricey but my favorite hot pot place.  The quality of their meat and seafood is really fresh, service is good and hot pot broths and ponzu sauce you dip your food with is so good.  I love their original broth, spicy broth and tomato oxtail broth and I usually just drink it as soup at the end.  The waygu meat combo is usually what I go with and I also love their fresh mushroom platter, pork belly and their shigoku oysters were really good.  Try to make a reservation ahead of time because wait times can be really long and it's not a filling meal for what you pay but quality is great and I'd come back here.",Chubby Cattle,19107,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'""}","Restaurants, Bars, Seafood, Japanese, Hot Pot, Nightlife, Chinese, Conveyor Belt Sushi, Mongolian, Asian Fusion",0.3328125,0,0,0,0,1,0,0,0,0,0,0,1,0,Chubby Cattle,19107,Center,0.3328125,0.9931,0.3328125
11508,2021-12-19,427440.0,1156624.0,51,12,ytynqOUb3hjKeJfRj5Tshw,4.5,5721,CP5_X0fkK5ES0aLi3Wk6Cw,bgV1I93FDoF_L-p2ZgqS2A,5.0,If in Philly this a must stop. If you a foodie this is a must stop. If you love cheese chocolate fresh pork sandwiches this is a must stop. I flew out here just to get my cheese for Christmas .... Great prices and amazing quality food choices. Come in the late afternoon less crowds,Reading Terminal Market,19107,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BYOBCorkage': ""'yes_free'"", 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False'}","Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",0.2888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,Reading Terminal Market,19107,Center,0.2888888888888889,0.8689,0.2888888888888889
11509,2021-12-19,427440.0,1156624.0,51,12,MzFhaFNbE03zF84BPkN7yQ,3.0,417,oXOoTP2geQGIDpBZegcFjA,8TduvPfsiNLFA6yIDsGx9g,1.0,"Absolutely terrible quality of food. I've been here a couple of times per covid and it was fine and not sure what happened but it's absolutely a place to avoid now. We got 5 dishes the wait took a long time, the quality was so bad and the portion size was so small compared to the price that we paid. For reference I am Cantonese and know what these dishes taste like if they were made properly. 

The first was the pineapple fried rice and it was so sad. They used canned pineapples but they didn't even look diced like they straight up poured it out the can, strained it, and threw it in fried rice. It didn't come in a pineapple (which I supposed makes sense if they don't use real pineapple but comon the picture had a pineapple isn't it false advertising at this point). The flavor was also really unimpressive. 

The garlic pea leaves we got were supposed to be stir fried but they BOILED it. There was no flavor at all. I can't believe they boiled it.. either they are super short staffed in the kitchen or they absolutely don't care anymore. Nothing on the pictures look like that came on the table. 

The Dan Dan noodle portion was so small. The flavor was okay but overall not good and wouldn't get again. 

The dry pot chicken was also sad. The coating And the chicken didn't mix well at all. And the texture was all wrong. I'm not sure how they messed this up but they really did. It was also really really salty. 

The chongqin noodles were okay. Not a super huge fan but the portion size was also really small. 

Over all we paid over 80 dollars and not everyone was full there was 4 of us. What and epic waste of time, money, and rental space. Honestly I am so upset I don't think I will ever come back this experience was absolutely abysmal.",Sang Kee Noodle House,19104,"{'RestaurantsReservations': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsTableService': 'True'}","Restaurants, Ethnic Food, Noodles, Food, Dim Sum, Specialty Food, Chinese",-0.04700854700854701,1,0,0,0,0,0,0,0,0,0,0,0,0,Sang Kee Noodle House,19104,West,-0.04700854700854701,-0.9866,-0.04700854700854701
11522,2021-12-20,424736.0,1159328.0,51,12,3BJxm-HnvzdwD1zjmSbmyQ,3.0,137,vpH9_9kaZYyrUgBfwkgYow,TdruQCyKi7XdJnfUzaznhw,5.0,This is my favorite Chinese takeout in philly. Always on promo on Uber eats too. Saves me many nights when I have no groceries. Great prices good service. Yummy sticky rice. Wonton soup is super good too. Personal fave. We've tried a few places and this one is the best. We get lo mein and chicken fried rice. So good! And best value. Thank you!,Golden Chopstick Chinese Restaurant,19130,"{'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"", 'RestaurantsTableService': 'True', 'Caters': 'True'}","Restaurants, Chinese",0.4314102564102563,1,0,0,0,0,0,0,0,0,1,0,0,0,Golden Chopstick Chinese Restaurant,19130,North,0.4314102564102563,0.9896,0.4314102564102563
11527,2021-12-21,406456.0,1177608.0,51,12,ntiIq1FNqduOyyowMFGh5A,4.0,2188,FzEFoQaZwLV6N3FKeHp0lw,Zj2UHoWMH7DLbH2hdp2x0Q,3.0,"I am not sure how this place has so many reviews and 4 stars. It was very ok but the prices are definitely cheap. I got the peanut noodles and the steamed chicken curry dumplings. The peanut noodles were literally just noodles drenched in peanut sauce. It was very good but I like dishes with a lot of different flavors and textures and this definitely did not deliver that. As far as the dumplings, I thought there was too much ""dough"" (is that what it's even called?) and not enough filling. However, they came out super hot and you get 8 of them for like $7. My whole meal was $14 and change and I was stuffed -- I didn't even eat 3 of the dumplings. 

Service was quick which is always great -- I came in around 5:45pm on a Thursday night and got my food by probably 6pm. 

Overall, I would only eat here again if a friend recommended it but I am not dying to go back.",Nan Zhou Hand Drawn Noodle House,19107,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Caters': 'False', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Specialty Food, Noodles, Ethnic Food, Chinese, Comfort Food, Restaurants, Food",0.20140350877192983,1,0,0,0,0,0,0,0,0,0,0,0,0,Nan Zhou Hand Drawn Noodle House,19107,Center,0.20140350877192983,0.9892,0.20140350877192983
11529,2021-12-21,406456.0,1177608.0,51,12,_V6hl1oGkTV2KbGeax_HPA,4.0,926,dvV2OzmY8omw4IqBwu56DA,mQAsWFFfwMAocQdX-_1pbQ,4.0,"Being completely honest, this isn't the BEST peking duck I've ever had, but this is a GOOD place for peking duck. I'm more familiar with NYC Chinatown peking duck shops, and they tend to serve crispier and more flavorful peking duck than what they have here. But we weren't about to drive that far, and this place satisfied my peking duck craving. Their roasted pork tasted good but was a bit pricey than what I am used to-- portions are somewhat on the smaller side too. Overall, we will settle for this place for any quick peking duck cravings. :~)",Sang Kee Peking Duck House,19107,"{'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Corkage': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'HappyHour': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'WheelchairAccessible': 'True', 'HasTV': 'False'}","Restaurants, Noodles, Dim Sum, Hong Kong Style Cafe, Cantonese, Food, Barbeque, Juice Bars & Smoothies, Chinese",0.44236111111111115,0,0,0,0,0,0,0,0,0,0,0,0,0,Sang Kee Peking Duck House,19107,Center,0.44236111111111115,0.9237,0.44236111111111115
11545,2021-12-23,418500.0,1165564.0,51,12,iksVwRfpWymIUUFqw0tXpw,4.5,1128,zk7sLN4ld4v6_aUb1WL9Cg,a9eyDRx2RBUlHv2zcB-sOg,2.0,"I think the only word I could use to describe this restaurant is 'janky.' I was definitely excited when reading up on this place. Now onto reality. Imagine being ushered in to a dark corner of the restaurant where you hardly make out the words on the menu. Where the convenient touchscreen ordering apparatus is dangling from its socket as if on its last breath. For the record, I did ask a waiter for a different seat, but I had the pleasure of being escorted to an even dimmer area adjacent to the bathroom. 

The conveyer belt is full of non-meat items, which I suppose makes sense for freshness sake, but the items on it seemed more like a joke than anything else. I'd imagine that most things were previously canned or is able to keep in a freezer for more than a year without spoiling. So items like little sausages, quail eggs, and fish tofu. Paying $1+ per mini-sausage or fish tofu seemed not quite a good deal. Side note: the handmade noodles arrive in one-biters.

Soup base is alright and waygu/beef was very nice, albeit with a price markup. When you order, the waiter/tress will haul over a tray full of sauces and condiments which is really cool, except for the fact that it was all open to the air and also during Covid season. Staff were very kind. Unfortunately, food was not great(besides beef) and the environment was dubious. Kudos to you if you are graced with the opportunity to bask in the light, and pro tip is to go during lunch for discounts if you must.",Chubby Cattle,19107,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'""}","Restaurants, Bars, Seafood, Japanese, Hot Pot, Nightlife, Chinese, Conveyor Belt Sushi, Mongolian, Asian Fusion",0.18132575757575756,0,1,1,0,0,0,0,0,0,0,0,0,0,Chubby Cattle,19107,Center,0.18132575757575756,0.9878,0.18132575757575756
11546,2021-12-23,418500.0,1165564.0,51,12,POuaebsAeCyNx-8qZ3O7XQ,4.0,332,UcqNUqTvGT6fHQ-PVf_0mQ,ktV5kZ_qJaKs_ohIQ6E0og,4.0,"This is the first time I came here and I was satisfied with the meal. I was craving soup dumplings and ShangHai 1 does not disappoint. 

They have a decent variety of soup dumplings and fried dumplings. I tried both and they were very good. I got other dishes such as the fried squid which I highly recommend, cold seaweed and fungus, Dan dan noodles, and meat dish with rice (forgot the name). 

Overall, it was a good meal with a decent price point. The food came out quick and the service was good. I highly recommend the dumplings, the rice dish with ground pork, and the fried squid.",Shang Hai 1,19107,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'DogsAllowed': 'False', 'OutdoorSeating': 'None', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'True', 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True'}","Taiwanese, Chinese, Shanghainese, Restaurants",0.2372619047619048,0,0,0,0,0,0,1,1,0,0,0,0,0,Shang Hai 1,19107,Center,0.2372619047619048,0.9518,0.2372619047619048
11547,2021-12-23,418500.0,1165564.0,51,12,ntiIq1FNqduOyyowMFGh5A,4.0,2188,MBW3ISBQ4RPX0e8gLtXSrg,f3TY4fr0cQ6BcgtubozalA,5.0,"Nothing beats a cold winter day like a hot bowl of noodle soup. I came across this place by chance when a friend, who was visiting the area, expressed a craving for noodle soup and found this place on Yelp. Ever since, it's been a frequented place. Every time I go, it seems to be more packed than the last visit, which attests to their popularity. 

Food and Drink Ordered:
* worth trying

- [Scallion Pancake*]: A friend told me that Nan Zhou Hand Drawn Noodle House has the best scallion pancakes and I can wholeheartedly agree. Crisp to perfection and a complementary dipping sauce.

- [Spicy Pig Ears*]: Hands down the best place to get pig ears. I like how thin they slice the pig ear and the pickled veggies underneath make this combination a delicious duo. 

- [Beef Brisket Hand Drawn Noodle Soup*]: I would choose the hand drawn noodles over the shaved noodles. They are pretty generous with the portions so I would recommend sharing a bowl or taking the rest to go if you don't usually eat a lot. You can reheat it by heating up the soup separate from the noodles and then put the noodles into the heated up soup. 

Would I go back? : Yes! If I was rating the food alone, I would easily rate this place a 5 but I do agree with some of the other Yelpers that the service is very hit or miss so I would more accurately rate them a 4.5. But at the end of the day, the food is good and you can't beat how affordable it is.",Nan Zhou Hand Drawn Noodle House,19107,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Caters': 'False', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Specialty Food, Noodles, Ethnic Food, Chinese, Comfort Food, Restaurants, Food",0.2626388888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,Nan Zhou Hand Drawn Noodle House,19107,Center,0.2626388888888889,0.9882,0.2626388888888889
11556,2021-12-23,418500.0,1165564.0,51,12,xwyRa1tu9V3_JGHMiCg8Og,4.0,56,rqJNlnctlWjOL9JLIFQCWA,BWTbFYfSJwk1nkEwDEL8gw,5.0,"I didn't realize crossover hot pot/yunnan rice noodles were a specific type of noodle soup bowl until I stumbled upon this restaurant! I was browsing Yelp and was intrigued since I love all type of soup noodles (especially rice noodles). Essentially it is a meal where you put all the ingredients into a hot stone bowl yourself (no gas for the bowl). They give you all the add-ins and for the most part what they give you is standard (although I didn't try and ask for anything extra/substitutions, the staff was so nice I'm sure they would if you ask!). I ordered the classic bowl and asked for some chili oil to give it a little spice. I thought the broth was very flavorful without being overly/unnecessarily salty. The noodles mixed into the broth very well (I was worried they would be clumpy). Very fair portions of everything for the price. Highly recommend!

The waitress was very nice, I told her my phone was dying and she provided me with a charger!",Shi Miao Dao Yunnan Rice Noodle,19107,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}""}","Noodles, Restaurants, Chinese",0.28828703703703706,0,0,0,0,1,0,1,1,0,0,0,0,0,Shi Miao Dao Yunnan Rice Noodle,19107,Center,0.28828703703703706,0.9672,0.28828703703703706
11558,2021-12-24,417173.0,1166891.0,51,12,ntiIq1FNqduOyyowMFGh5A,4.0,2188,RKn3LOQswn0QM7GKCO9NQQ,WGGG_p__3AFsT0TJY3CAiQ,5.0,"This is a gem in Chinatown! The restaurant is huge so there's always seating. And the noodles are amazing. 

My go to appetizers: beef dumplings or scallion pancakes 

My go to entree: beef brisket noodle soup

I love it on a cold day or just any day really. The portions are enormous for the price and service is very prompt. I recommend eating in rather than take out but I've had take out and it's been good too. Also- they only take cash or Venmo so prepare accordingly... like take $20 per person to be safe. 

Pro tip: the tables have this amazing chili paste you can add to your food that just livens things up if you like your food spicy like I do. If you don't like food spicy, anything on the menu without the chili sign will be okay for you to try!",Nan Zhou Hand Drawn Noodle House,19107,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Caters': 'False', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Specialty Food, Noodles, Ethnic Food, Chinese, Comfort Food, Restaurants, Food",0.3104166666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,Nan Zhou Hand Drawn Noodle House,19107,Center,0.3104166666666667,0.9897,0.3104166666666667
11561,2021-12-24,417173.0,1166891.0,51,12,2z82YBsqTcf4VRkcdVCTmg,3.5,35,H2uGBjLQH5s_bRRYMzEG9Q,p7P-mRZwAxVOtvzfgl0j2Q,4.0,"It's great to have a Panda Express downtown in the burgeoning East Market retail district, even though nearby Chinatown has so many more authentic Asian food options--but Panda dishes out food quicker and cheaper.

One can't help but be impressed with how clean and pretty this Panda Express is, especially you've seen this location in its previous, dingy McDonald's incarnation.

The main issue I have with this Panda Express is that a number of food options are not available for we pre-noon lunch folk. I'll stop by around 11:30am (typically considered to be time for prime lunch hours), and I haven't been able to get various sides or entrees--serving dishes are empty, even for something basic like vegetables.

I haven't been to other Panda Express locations to compare with this location, and I'm not a Panda manager (who probably knows when to stock the counter with which options that sell best), but it's just a bit disappointing to an occasional customer like myself to have their choices feel limited.

Otherwise, I reiterate that this is a beautiful, clean location to visit, and the staff always provide quick, friendly service. Recommended for decent food at a decent price!",Panda Express,19107,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'DriveThru': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}""}","Food, Chinese, Fast Food, Restaurants",0.23048469387755102,0,0,0,0,0,0,0,0,0,0,0,0,0,Panda Express,19107,Center,0.23048469387755102,0.9797,0.23048469387755102
